filepath,label
Audio\real\file27132.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27139.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27145.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27150.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27151.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27152.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27163.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27176.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27177.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27178.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27181.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27187.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27192.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27209.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27220.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27221.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27225.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27233.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27253.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27276.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27300.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27304.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27307.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2731.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27323.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27330.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27332.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27348.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27355.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2736.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27360.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27361.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27365.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27368.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27369.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2737.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27372.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2738.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27386.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2739.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27390.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27401.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27404.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27405.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27410.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27413.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27425.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27427.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27430.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27433.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27444.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27446.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27449.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27454.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27464.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27472.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2748.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27481.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27483.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27491.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27500.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27502.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27507.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27508.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2753.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27532.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27546.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27558.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27563.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27568.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27569.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27571.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27576.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27578.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27579.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27586.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27587.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27590.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27594.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27602.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27609.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27616.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27625.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27629.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2763.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27631.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27634.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27635.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27650.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27658.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27660.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27668.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27675.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27679.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27688.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2769.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27693.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27694.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27695.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27710.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27717.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27725.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27726.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27734.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27754.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27758.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2776.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27762.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27766.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27771.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27777.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27779.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27794.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27808.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27811.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27826.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27831.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27832.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27839.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27848.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27855.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2786.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27862.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27866.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27874.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27875.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2789.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27894.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27904.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27906.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27923.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27927.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27938.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27939.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27941.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27946.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27952.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27966.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27967.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27985.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27990.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file27996.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file280.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28001.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28002.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28008.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28017.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28021.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28023.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28034.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28045.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28047.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2807.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28070.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28093.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28095.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28109.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2811.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28114.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2812.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2814.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28140.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28147.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28163.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28174.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28186.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28199.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2820.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28205.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28217.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28220.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28233.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28241.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28243.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28246.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28249.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28257.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28261.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28263.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28267.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28280.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28312.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28324.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28328.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28329.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28338.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2834.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28346.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28347.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28358.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28364.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28373.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28374.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28388.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28404.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2841.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28410.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28411.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28416.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28422.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28427.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28428.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28433.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28435.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2844.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28446.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28448.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2845.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28450.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28456.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28460.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28476.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2848.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28501.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28503.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28510.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28515.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2852.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28522.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28532.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28535.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28541.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28545.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28551.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28555.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28557.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28559.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28560.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28562.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28565.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28571.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28583.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28585.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28589.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file286.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28601.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28615.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28616.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28628.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28633.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28636.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28661.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28663.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28679.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28682.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28683.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28705.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28706.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28716.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28725.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2873.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28735.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28744.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2875.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28750.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28761.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28763.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2877.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28776.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28780.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28794.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28801.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28808.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28820.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2883.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28839.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28842.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28858.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28860.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28866.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28867.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28884.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28889.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28895.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2890.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28909.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2891.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28910.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28913.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2892.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28920.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28922.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28923.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28927.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28934.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28935.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28936.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28941.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28950.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28951.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2896.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28969.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2898.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28982.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28983.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28984.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file28990.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29000.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29003.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29008.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29024.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29030.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29040.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29045.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29046.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29050.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29054.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29063.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29065.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29069.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29071.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29072.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29076.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2908.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29086.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29089.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29090.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2911.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29123.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29129.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29137.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29144.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29155.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2916.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29168.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29182.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29187.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29204.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29206.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29208.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29219.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29221.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29229.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2923.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29239.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29249.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29250.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29259.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29269.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29270.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29271.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29275.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29278.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29279.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29280.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29283.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29286.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29303.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29305.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29308.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29328.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2933.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29337.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file2934.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29340.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29342.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29347.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
Audio\real\file29349.wav_16k.wav_norm.wav_mono.wav_silence.wav,real
